Order_ID,Customer_ID,Customer_name,Product_ID,Product_name,Product_category,Payment_type,Qty,Price,Datetime,Country,Ecommerce_website_name,Payment_txn_id,Payment_txn_success,Failure_reason
3071,36,Rudy Derr,10,bike tires,bikes,wallet,19,150.99,2020-08-05,Spain,www.Wal-Mart.com,l3260ml2707,N,account has been closed
3072,58,Mia Pena,9,bike,bikes,wallet,720,300.99,2020-08-29,Germany,www.Target.com,(286D(4177,Y,
3073,1,Normand Michel,15,etc,etc,wallet,273,etc,2020-11-03,Japan,www.Wal-Mart.com,m4617>m2719,Y,
3074,44,Karmelo Winnie,20,etc,etc,card,314,etc,2021-07-27,Switzerland,www.Ebay.com,n14434n4418,Y,
3075,7,Morgan Freeman,28,etc,etc,card,788,etc,2020-01-06,Ireland,www.Ebay.com,N2271:N2339,Y,
3076,20,Danielle Will,19,etc,etc,card,926,etc,2022-09-07,Montenegro,www.Wal-Mart.com,k1230;k748,Y,
3077,71,Elcy Jean,2,Pants,apparel,UPI,206,Error,2021-01-12,India,www.Amazon.com,E1405UE490,N,expired card
3078,61,Charlotte Hanson,1,Shirt,apparel,Internet Banking ,406,40.99,2021-10-05,China,www.Amazon.com,y1732[y2034,Y,
3079,22,Liam Shaw,9,bike,bikes,card,447,450.99,2020-03-25,China,www.Target.com,K4534tK2200,N,blocked by merchant account
3080,65,Aurora Grace,9,bike,bikes,Internet Banking ,841,300.99,2020-04-13,Russia,www.Wal-Mart.com,%11530%1444,Y,
3081,15,Farah Jean,11,etc,etc,Internet Banking ,82,etc,2022-08-20,Montenegro,www.Amazon.com,`3736f`940,N,Invalid credit card number
3082,2,Danny Hue,16,etc,etc,Internet Banking ,571,etc,2021-09-25,China,www.Amazon.com,M1027GM1830,N,insufficient funds
3083,5,Micheal Gus,6,milk,food,card,965,3.99,2022-06-22,Serbia,www.Amazon.com,=1669=3438,N,processor declined
3084,12,Rose Jean,24,etc,etc,wallet,763,etc,2022-07-07,Japan,www.Target.com,|4139t|2371,N,incorrectly entered information
3085,61,Charlotte Hanson,14,etc,etc,UPI,345,etc,2021-10-28,Russia,www.Target.com,z196/z4561,N,processor declined
3086,55,Camila Grant,24,etc,etc,UPI,141,etc,2022-04-30,United States,www.Amazon.com,K8383K3487,N,incorrectly entered information
3087,35,Laurelton Shera,28,etc,etc,UPI,849,etc,2022-08-07,Finland,www.Amazon.com,g41600g3080,Y,
3088,5,Micheal Gus,12,etc,etc,card,76,etc,2021-07-24,South Korea,www.Ebay.com,a666/a3929,Y,
3089,53,Louis Clark,21,etc,etc,Internet Banking ,908,etc,2022-08-06,Turkey,other,R2793kR3095,N,blocked by merchant account
3090,70,Gemina Zoe,29,etc,etc,UPI,642,etc,2021-01-21,India,www.Target.com,=204g=956,Y,
3091,13,Sophia Jean,26,etc,etc,wallet,949,etc,2021-06-27,Montenegro,www.Amazon.com,*3494w*855,N,Invalid credit card number
3092,32,Kliff Undersn,14,etc,etc,Internet Banking ,483,etc,2021-12-21,Japan,www.Target.com,#2206*#3169,N,purchase made while traveling
3093,53,Louis Clark,28,etc,etc,card,839,etc,2020-05-07,Germany,www.Wal-Mart.com,?4164]?3573,Y,
3094,67,Lillian Cruz,25,etc,etc,wallet,212,etc,2021-06-07,France,www.Amazon.com,g2295rg600,Y,
3095,56,Harper Gene,10,bike tires,bikes,Internet Banking ,261,450.99,2020-02-18,Spain,www.Target.com,z269fz888,N,Invalid credit card number
3096,38,Honey Wells,4,banana,food,Internet Banking ,920,3.99,2020-02-17,Serbia,www.Target.com,T3489FT1012,N,account has been closed
3097,9,Ben Hues,11,etc,etc,card,751,etc,2022-08-27,Turkey,www.Target.com,"2107*"1446,Y,
3098,32,Kliff Undersn,13,etc,etc,wallet,118,etc,2022-07-13,Argentina,www.Wal-Mart.com,u3966ou4101,N,insufficient funds
3099,27,Sol Badguy,10,bike tires,bikes,Internet Banking ,889,300.99,2021-07-02,Turkey,www.Ebay.com,N34683N3442,Y,
3100,14,McKenzie Phoenix,9,bike,bikes,Internet Banking ,756,300.99,2022-05-05,Italy,www.Ebay.com,v2967$v149,Y,
3101,8,Sherrell Lattes,6,milk,food,UPI,450,13.99,2020-05-24,New Zealand,www.Ebay.com,q4757Gq4222,N,blocked by merchant account
3102,69,Marc Galdson,7,tv,electronics,Internet Banking ,212,5.99,2022-10-09,New Zealand,www.Wal-Mart.com,Z2954kZ636,N,Invalid credit card number
3103,14,McKenzie Phoenix,16,etc,etc,wallet,342,etc,2021-12-21,Turkey,www.Amazon.com,c4877#c4815,Y,
3104,23,Noah Han,2,Pants,apparel,wallet,96,65.9,2020-12-26,United Kingdom,www.Amazon.com,;1212X;4054,N,purchase made while traveling
3105,39,Zangieff Russ,10,bike tires,bikes,card,375,300.99,2021-03-11,Canada,www.Wal-Mart.com,*3410W*1449,Y,
3106,23,Noah Han,14,etc,etc,Internet Banking ,40,etc,2020-11-19,Finland,www.Ebay.com,\3968D\118,Y,
3107,68,Addison Leah,26,etc,etc,card,944,etc,2022-02-06,Japan,www.Ebay.com,O884+O6,Y,
3108,19,Chris garnet,21,etc,etc,wallet,277,etc,2022-06-20,India,www.Wal-Mart.com,T173AT1794,Y,
3109,10,Chris Gene,24,etc,etc,wallet,189,etc,2021-03-01,France,www.Target.com,`1706K`257,Y,
3110,27,Sol Badguy,26,etc,etc,wallet,276,etc,2022-07-15,Japan,www.Target.com,*4466E*4017,Y,
3111,49,Daniel Maggio,13,etc,etc,wallet,582,etc,2022-09-20,Montenegro,www.Amazon.com,+2991(+1399,N,blocked by merchant account
3112,39,Zangieff Russ,3,hat,apparel,UPI,110,10.99,2020-12-06,Ireland,www.Target.com,r4130(r3840,N,payment gateway is misconfigured
3113,44,Karmelo Winnie,3,hat,apparel,wallet,97,5.99,2021-02-11,Turkey,www.Amazon.com,n3702Xn4426,Y,
3114,18,Lewis Garden,13,etc,etc,UPI,20,etc,2020-06-23,Argentina,www.Target.com,O4907rO680,Y,
3115,19,Chris garnet,4,banana,food,Internet Banking ,790,6.99,2021-10-01,China,www.Wal-Mart.com,P4498xP305,N,no inventory
3116,36,Rudy Derr,8,phone,electronics,wallet,121,5.99,2021-12-03,New Zealand,www.Amazon.com,;2876@;1405,N,blocked by merchant account
3117,56,Harper Gene,15,etc,etc,UPI,84,etc,2022-04-25,South Korea,www.Wal-Mart.com,H1155kH2188,N,Invalid credit card number
3118,4,Ken Masters,14,etc,etc,Internet Banking ,403,etc,2022-06-05,Portugal,www.Amazon.com,d352!d3550,Y,
3119,4,Ken Masters,2,Pants,apparel,Internet Banking ,941,5.99,2021-03-04,Finland,www.Ebay.com,-41594-4276,Y,
3120,35,Laurelton Shera,17,etc,etc,Internet Banking ,152,etc,2022-03-11,Switzerland,www.Ebay.com,>1908}>2337,Y,
3121,46,Ronald Bensworth,5,eggs,food,card,371,5.99,2022-12-22,Argentina,www.Ebay.com,I2749+I3978,Y,
3122,34,Laura Williams,27,etc,etc,Internet Banking ,390,etc,2022-09-28,Montenegro,www.Target.com,]3429{]4641,Y,
3123,53,Louis Clark,20,etc,etc,UPI,51,etc,2021-09-21,United Kingdom,www.Wal-Mart.com,$1920@$1259,Y,
3124,72,Paisley Everly,6,milk,food,wallet,551,15.99,2020-06-03,Argentina,www.Ebay.com,W932+W843,Y,
3125,38,Honey Wells,26,etc,etc,card,773,etc,2020-10-15,United States,www.Ebay.com,B699yB362,N,account has been closed
3126,8,Sherrell Lattes,27,etc,etc,wallet,125,etc,2020-11-06,Germany,www.Wal-Mart.com,s418Os1610,Y,
3127,44,Karmelo Winnie,16,etc,etc,Internet Banking ,173,etc,2021-04-25,Switzerland,www.Wal-Mart.com,"3643J"1944,N,account has been closed
3128,54,Luna Starr,14,etc,etc,card,602,etc,2021-04-08,Italy,www.Target.com,l1708zl4887,Y,
3129,20,Danielle Will,26,etc,etc,wallet,6,etc,2022-09-18,France,www.Wal-Mart.com,G3140|G1871,N,Invalid credit card number
3130,41,Chungli Chin,9,bike,bikes,wallet,945,150.99,2020-05-07,South Korea,www.Target.com,O152RO2351,N,expired card
3131,39,Zangieff Russ,18,etc,etc,card,47,etc,2021-06-12,China,www.Wal-Mart.com,O637hO4124,Y,
3132,62,Emma Streak,5,eggs,food,card,603,15.99,2021-02-27,Brazil,www.Target.com,m657*m2869,N,account has been closed
3133,35,Laurelton Shera,23,etc,etc,wallet,483,etc,2021-01-11,Finland,www.Target.com,~20664~4412,N,account has been closed
3134,12,Rose Jean,0,Computer,electronics,card,718,50.99,2022-08-23,Ireland,www.Target.com,.2813`.1465,N,account has been closed
3135,30,Chipp Zanuff,8,phone,electronics,UPI,929,Error,2020-07-06,Finland,www.Amazon.com,G4320`G4806,Y,
3136,63,Oliva Gems,15,etc,etc,wallet,895,etc,2021-12-16,Italy,www.Ebay.com,9108949866,Y,
3137,68,Addison Leah,21,etc,etc,card,938,etc,2022-12-10,Japan,www.Wal-Mart.com,V3469!V431,N,blocked by merchant account
3138,24,Ethan Shaw,12,etc,etc,wallet,495,etc,2020-06-12,Montenegro,www.Amazon.com,}33644}4568,N,no inventory
3139,60,Amelia Crawford,22,etc,etc,card,505,etc,2021-11-04,Brazil,www.Wal-Mart.com,,769X,1352,Y,
3140,58,Mia Pena,28,etc,etc,Internet Banking ,997,etc,2020-07-09,Italy,www.Amazon.com,s4972ks443,N,no inventory
3141,23,Noah Han,20,etc,etc,Internet Banking ,452,etc,2020-03-23,Argentina,www.Wal-Mart.com,&4132!&296,N,no inventory
3142,5,Micheal Gus,20,etc,etc,UPI,724,etc,2022-07-01,United States,www.Target.com,y3435{y231,N,purchase made while traveling
3143,22,Liam Shaw,10,bike tires,bikes,UPI,830,450.99,2022-10-24,United Kingdom,www.Wal-Mart.com,F4231WF4384,Y,
3144,37,Elizabeth kind,0,Computer,electronics,card,269,Error,2022-06-09,United States,www.Wal-Mart.com,c16259c405,N,incorrectly entered information
3145,69,Marc Galdson,7,tv,electronics,UPI,252,500.99,2022-08-18,Serbia,www.Ebay.com,N4905xN3992,N,payment gateway is misconfigured
3146,48,Danny Maggis,6,milk,food,Internet Banking ,762,3.99,2021-12-09,Portugal,www.Ebay.com,;328v;626,N,Invalid credit card number
3147,9,Ben Hues,10,bike tires,bikes,card,255,199.99,2020-09-29,Italy,www.Amazon.com,@3483p@4251,Y,
3148,53,Louis Clark,2,Pants,apparel,wallet,66,6.99,2020-10-30,Iceland,www.Amazon.com,%511T%1600,N,insufficient funds
3149,58,Mia Pena,4,banana,food,UPI,337,6.99,2020-06-15,Argentina,www.Wal-Mart.com,]2699!]3246,N,insufficient funds
3150,28,Baiken Faust,4,banana,food,wallet,707,3.99,2020-07-28,Serbia,www.Wal-Mart.com,!647)!484,Y,
3151,28,Baiken Faust,11,etc,etc,Internet Banking ,925,etc,2022-02-19,United States,www.Amazon.com,;2227d;3049,Y,
3152,60,Amelia Crawford,10,bike tires,bikes,card,236,150.99,2021-12-09,South Korea,www.Wal-Mart.com,+1043:+4355,N,expired card
3153,32,Kliff Undersn,23,etc,etc,Internet Banking ,452,etc,2021-11-11,Montenegro,www.Wal-Mart.com,}4298M}3114,N,incorrectly entered information
3154,67,Lillian Cruz,28,etc,etc,UPI,487,etc,2021-06-04,Serbia,www.Ebay.com,t4626&t2879,N,incorrectly entered information
3155,2,Danny Hue,0,Computer,electronics,Internet Banking ,930,Error,2020-11-06,New Zealand,www.Wal-Mart.com,P3555%P3462,Y,
3156,0,Christopher Edwin Breaux,4,banana,food,Internet Banking ,935,15.99,2022-11-19,Spain,www.Ebay.com,c2333'c2886,N,insufficient funds
3157,25,Melia Rage,11,etc,etc,Internet Banking ,323,etc,2021-10-21,New Zealand,www.Amazon.com,C4258C2191,Y,
3158,51,Karen Starrs,20,etc,etc,UPI,901,etc,2021-10-12,Spain,www.Ebay.com,y3372+y2064,N,payment gateway is misconfigured
3159,48,Danny Maggis,9,bike,bikes,UPI,993,250.99,2020-08-03,Finland,www.Amazon.com,9929g93163,Y,
3160,27,Sol Badguy,10,bike tires,bikes,card,31,450.99,2022-04-15,Ireland,www.Ebay.com,v2334Dv4035,N,processor declined
3161,4,Ken Masters,6,milk,food,UPI,127,5.99,2021-04-21,China,www.Target.com,)2269T)4058,N,processor declined
3162,66,Jean Hazel,17,etc,etc,Internet Banking ,276,etc,2020-03-05,United States,www.Wal-Mart.com,p671)p4422,N,incorrectly entered information
3163,67,Lillian Cruz,15,etc,etc,card,201,Error,2021-07-11,Canada,www.Wal-Mart.com,$3457x$4854,N,purchase made while traveling
3164,2,Danny Hue,6,milk,food,UPI,944,15.99,2020-02-20,South Korea,www.Ebay.com,s3869us2120,Y,
3165,24,Ethan Shaw,5,eggs,food,wallet,97,5.99,2022-10-25,Germany,www.Target.com,]1184L]2359,Y,
3166,5,Micheal Gus,7,tv,electronics,wallet,236,500.99,2022-10-09,South Korea,www.Target.com,54837554542,N,purchase made while traveling
3167,70,Gemina Zoe,17,etc,etc,Internet Banking ,58,etc,2021-03-14,United States,www.Amazon.com,B2958DB4589,N,expired card
3168,39,Zangieff Russ,7,tv,electronics,wallet,175,500.99,2021-12-20,Canada,www.Wal-Mart.com,(4480|(237,N,expired card
3169,25,Melia Rage,11,etc,etc,card,755,etc,2020-05-01,United Kingdom,www.Ebay.com,v3138^v1685,Y,
3170,65,Aurora Grace,22,etc,etc,Internet Banking ,750,etc,2022-05-07,Germany,www.Target.com,r767wr4067,N,purchase made while traveling
3171,57,Evelyn Michels,17,etc,etc,UPI,115,etc,2020-06-30,Argentina,www.Wal-Mart.com,22531U24736,N,payment gateway is misconfigured
3172,71,Elcy Jean,7,tv,electronics,card,787,100.99,2020-08-09,Argentina,www.Wal-Mart.com,b747sb4854,N,Invalid credit card number
3173,28,Baiken Faust,19,etc,etc,Internet Banking ,804,etc,2020-05-08,Japan,www.Wal-Mart.com,J2718?J4334,Y,
3174,12,Rose Jean,22,etc,etc,card,347,etc,2022-10-28,Ireland,www.Target.com,&310\&1291,Y,
3175,43,Taylor Wind,26,etc,etc,card,99,etc,2020-09-18,France,www.Ebay.com,x4222?x2892,Y,
3176,26,Kay Kiske,18,etc,etc,UPI,302,etc,2020-01-24,Japan,www.Ebay.com,;4858[;338,Y,
3177,33,Faust Williams,6,milk,food,wallet,800,13.99,2021-03-20,Canada,www.Ebay.com,p2654kp3953,N,incorrectly entered information
3178,0,Christopher Edwin Breaux,4,banana,food,Internet Banking ,761,13.99,2022-10-26,United States,www.Amazon.com,S2672-S297,Y,
3179,6,Michelle Otter,1,Shirt,apparel,wallet,720,10.99,2022-12-23,South Korea,www.Ebay.com,[1662-[2008,N,Credit card type isn’t accepted
3180,33,Faust Williams,0,Computer,electronics,card,306,50.99,2021-04-25,United States,www.Ebay.com,&3712W&1077,N,processor declined
3181,62,Emma Streak,16,etc,etc,Internet Banking ,904,etc,2021-01-07,Finland,www.Wal-Mart.com,n4491$n2130,Y,
3182,46,Ronald Bensworth,5,eggs,food,Internet Banking ,756,13.99,2020-10-01,Turkey,www.Wal-Mart.com,04704`0990,N,account has been closed
3183,35,Laurelton Shera,17,etc,etc,wallet,98,etc,2021-03-09,Italy,www.Target.com,.4801n.2963,N,account has been closed
3184,10,Chris Gene,4,banana,food,wallet,633,6.99,2022-09-01,Serbia,www.Ebay.com,c2700&c4638,N,incorrectly entered information
3185,70,Gemina Zoe,0,Computer,electronics,wallet,697,200.99,2020-10-07,China,www.Amazon.com,/4203B/2185,N,Credit card type isn’t accepted
3186,19,Chris garnet,6,milk,food,Internet Banking ,982,13.99,2022-01-17,Mexico,www.Target.com,%462t%2574,Y,
3187,29,Justice Rage,2,Pants,apparel,UPI,537,10.99,2021-01-02,China,www.Wal-Mart.com,`1518``1863,N,purchase made while traveling
3188,71,Elcy Jean,4,banana,food,card,855,6.99,2020-05-23,Portugal,www.Ebay.com,64149?63497,N,Invalid credit card number
3189,64,Nova Williow,6,milk,food,UPI,412,15.99,2022-02-26,South Korea,www.Amazon.com,u1835/u3303,Y,
3190,33,Faust Williams,7,tv,electronics,UPI,291,5.99,2022-06-28,Iceland,www.Wal-Mart.com,b1632pb2067,N,blocked by merchant account
3191,69,Marc Galdson,3,hat,apparel,card,252,65.9,2020-07-29,Brazil,www.Amazon.com,o3390Xo3129,Y,
3192,38,Honey Wells,2,Pants,apparel,UPI,38,65.9,2022-06-18,Ireland,www.Ebay.com,$409B$2166,Y,
3193,51,Karen Starrs,19,etc,etc,Internet Banking ,617,etc,2021-04-27,Argentina,www.Wal-Mart.com,M2899[M709,Y,
3194,17,Christopher Michel,9,bike,bikes,Internet Banking ,148,450.99,2022-04-19,Iceland,www.Wal-Mart.com,01642y01777,Y,
3195,14,McKenzie Phoenix,22,etc,etc,UPI,446,etc,2022-04-02,Iceland,www.Target.com,b4944!b1351,N,blocked by merchant account
3196,37,Elizabeth kind,0,Computer,electronics,UPI,1,5.99,2021-09-21,Portugal,www.Amazon.com,c3901Pc4613,N,incorrectly entered information
3197,13,Sophia Jean,9,bike,bikes,UPI,510,250.99,2020-09-04,Ireland,www.Ebay.com,t2718Rt1278,Y,
3198,1,Normand Michel,12,etc,etc,UPI,592,etc,2020-11-12,Argentina,www.Ebay.com,~2879/~3178,N,incorrectly entered information
3199,72,Paisley Everly,8,phone,electronics,Internet Banking ,767,200.99,2020-09-07,New Zealand,www.Target.com,!2689]!3444,N,purchase made while traveling
3200,42,Sherry Cher,17,etc,etc,Internet Banking ,968,etc,2021-12-16,Italy,www.Amazon.com,73731E7617,N,insufficient funds
3201,61,Charlotte Hanson,16,etc,etc,card,465,etc,2021-05-26,Italy,www.Target.com,A2202#A1492,N,blocked by merchant account
3202,49,Daniel Maggio,21,etc,etc,UPI,109,etc,2020-07-13,Canada,www.Ebay.com,h4486}h3587,Y,
3203,35,Laurelton Shera,22,etc,etc,UPI,703,etc,2022-02-18,India,www.Ebay.com,92381]93678,N,incorrectly entered information
3204,65,Aurora Grace,1,Shirt,apparel,Internet Banking ,179,10.99,2021-04-15,China,www.Target.com,12093j12134,N,account has been closed
3205,16,Farrah Michelle,4,banana,food,card,107,13.99,2022-02-26,Argentina,www.Wal-Mart.com,$167u$3526,Y,
3206,64,Nova Williow,28,etc,etc,Internet Banking ,451,etc,2022-08-28,Spain,www.Target.com,S3381xS454,Y,
3207,3,Jerry Jean,20,etc,etc,card,378,etc,2021-10-25,Montenegro,other,'2780$'4870,Y,
3208,34,Laura Williams,26,etc,etc,card,454,etc,2020-07-15,Argentina,www.Ebay.com,z2106Fz1289,N,account has been closed
3209,23,Noah Han,28,etc,etc,Internet Banking ,346,etc,2020-11-03,Italy,www.Target.com,M1979xM530,N,account has been closed
3210,65,Aurora Grace,27,etc,etc,Internet Banking ,496,etc,2021-01-20,Italy,www.Amazon.com,)1803z)3388,N,processor declined
3211,69,Marc Galdson,15,etc,etc,wallet,152,etc,2021-04-26,Canada,www.Ebay.com,F1288(F1604,N,no inventory
3212,55,Camila Grant,26,etc,etc,Internet Banking ,66,etc,2022-06-01,Portugal,www.Target.com,H4834RH4309,Y,
3213,29,Justice Rage,11,etc,etc,UPI,329,etc,2021-04-09,India,www.Ebay.com,H3510OH2438,N,Invalid credit card number
3214,38,Honey Wells,8,phone,electronics,Internet Banking ,144,50.99,2022-10-25,Mexico,www.Ebay.com,<3771&<2952,Y,
3215,38,Honey Wells,19,etc,etc,card,926,etc,2021-09-02,South Korea,www.Ebay.com,?47087?4752,Y,
3216,28,Baiken Faust,25,etc,etc,wallet,282,etc,2021-10-15,United States,www.Wal-Mart.com,S4102S350,N,Credit card type isn’t accepted
3217,39,Zangieff Russ,1,Shirt,apparel,UPI,452,6.99,2020-03-15,Argentina,www.Amazon.com,J2989wJ987,N,processor declined
3218,3,Jerry Jean,4,banana,food,Internet Banking ,490,5.99,2021-06-08,ERROR,www.Ebay.com,]4689z]551,N,incorrectly entered information
3219,35,Laurelton Shera,22,etc,etc,card,345,etc,2022-01-18,Finland,www.Ebay.com,U611eU3723,Y,
3220,1,Normand Michel,9,bike,bikes,card,695,199.99,2020-06-30,Canada,www.Wal-Mart.com,h52%h3408,N,incorrectly entered information
3221,28,Baiken Faust,10,bike tires,bikes,UPI,807,250.99,2021-06-23,Japan,www.Wal-Mart.com,&1028i&2798,Y,
3222,11,Abel Don,12,etc,etc,Internet Banking ,730,etc,2021-04-21,United Kingdom,www.Amazon.com,#515r#2292,Y,
3223,35,Laurelton Shera,7,tv,electronics,UPI,285,50.99,2020-11-17,Italy,www.Amazon.com,%1147j%4289,Y,
3224,62,Emma Streak,17,etc,etc,Internet Banking ,493,etc,2022-08-30,United Kingdom,www.Amazon.com,m24479m1875,N,insufficient funds
3225,53,Louis Clark,20,etc,etc,wallet,546,etc,2021-02-18,China,www.Wal-Mart.com,X3980NX2764,N,purchase made while traveling
3226,56,Harper Gene,18,etc,etc,card,398,etc,2022-03-03,Canada,www.Target.com,Q4662MQ3079,N,purchase made while traveling
3227,55,Camila Grant,2,Pants,apparel,wallet,544,6.99,2020-02-05,India,other,32470y3396,N,Invalid credit card number
3228,72,Paisley Everly,1,Shirt,apparel,Internet Banking ,748,65.9,2020-02-29,ERROR,www.Target.com,&2809A&3827,Y,
3229,57,Evelyn Michels,13,etc,etc,card,970,etc,2020-06-07,United Kingdom,www.Wal-Mart.com,Y4888&Y4255,N,purchase made while traveling
3230,8,Sherrell Lattes,24,etc,etc,Internet Banking ,904,etc,2022-05-01,Mexico,www.Ebay.com,%693X%324,Y,
3231,10,Chris Gene,12,etc,etc,card,530,etc,2022-11-10,South Korea,www.Target.com,u178uu3415,N,expired card
3232,10,Chris Gene,0,Computer,electronics,UPI,335,200.99,2022-12-08,India,www.Amazon.com,D4930PD507,Y,
3233,53,Louis Clark,3,hat,apparel,UPI,112,5.99,2022-01-01,Turkey,www.Target.com,e6048e1347,Y,
3234,52,Tony Stark,11,etc,etc,Internet Banking ,77,etc,2022-08-24,Argentina,www.Target.com,N2357@N4377,N,Invalid credit card number
3235,41,Chungli Chin,3,hat,apparel,wallet,183,6.99,2022-01-03,Russia,www.Amazon.com,p3557~p2391,N,blocked by merchant account
3236,15,Farah Jean,6,milk,food,card,645,6.99,2021-04-30,Russia,www.Amazon.com,x26808x575,N,account has been closed
3237,37,Elizabeth kind,7,tv,electronics,Internet Banking ,123,50.99,2020-01-26,Italy,www.Amazon.com,*356:*4551,N,Invalid credit card number
3238,26,Kay Kiske,14,etc,etc,UPI,586,etc,2021-02-07,Russia,www.Ebay.com,!297"!4542,N,processor declined
3239,53,Louis Clark,19,etc,etc,Internet Banking ,139,etc,2022-06-18,Montenegro,www.Amazon.com,12654514369,Y,
3240,19,Chris garnet,26,etc,etc,card,799,etc,2021-08-06,Italy,www.Amazon.com,C2582WC35,N,expired card
3241,43,Taylor Wind,28,etc,etc,card,599,etc,2022-01-24,Argentina,www.Ebay.com,B3537B3825,N,insufficient funds
3242,4,Ken Masters,7,tv,electronics,UPI,904,200.99,2022-05-25,Mexico,www.Target.com,r897=r2569,Y,
3243,7,Morgan Freeman,2,Pants,apparel,wallet,910,5.99,2022-09-29,Germany,www.Ebay.com,j211Sj2539,Y,
3244,62,Emma Streak,5,eggs,food,wallet,413,5.99,2021-10-11,United States,www.Target.com,r976ar3746,Y,
3245,24,Ethan Shaw,15,etc,etc,UPI,147,etc,2022-06-20,Canada,www.Ebay.com,43266n44719,Y,
3246,4,Ken Masters,25,etc,etc,UPI,880,Error,2022-01-08,South Korea,www.Amazon.com,$2672g$1020,Y,
3247,44,Karmelo Winnie,4,banana,food,UPI,265,5.99,2022-03-02,South Korea,www.Amazon.com,T2682MT3400,N,processor declined
3248,53,Louis Clark,28,etc,etc,wallet,17,etc,2020-04-10,South Korea,www.Target.com,{1150B{3895,Y,
3249,20,Danielle Will,25,etc,etc,wallet,781,etc,2022-04-20,France,www.Amazon.com,O17629O4520,Y,
3250,21,Kenneth Zah,18,etc,etc,Internet Banking ,39,etc,2022-11-08,Switzerland,www.Ebay.com,l382}l2314,N,account has been closed
3251,15,Farah Jean,7,tv,electronics,UPI,352,100.99,2021-11-17,Canada,www.Ebay.com,{1309+{329,N,Credit card type isn’t accepted
3252,39,Zangieff Russ,6,milk,food,Internet Banking ,233,5.99,2021-12-06,Spain,www.Amazon.com,&4345}&1850,N,processor declined
3253,51,Karen Starrs,17,etc,etc,Internet Banking ,468,etc,2021-02-14,Ireland,www.Target.com,*105M*3905,N,Credit card type isn’t accepted
3254,54,Luna Starr,10,bike tires,bikes,card,967,199.99,2020-05-05,South Korea,www.Target.com,<682q<1928,Y,
3255,12,Rose Jean,11,etc,etc,card,184,etc,2021-12-10,China,www.Amazon.com,*1764,*3521,Y,
3256,34,Laura Williams,0,Computer,electronics,wallet,727,50.99,2022-07-01,Iceland,www.Wal-Mart.com,X2792^X2167,Y,
3257,52,Tony Stark,21,etc,etc,wallet,575,etc,2021-11-18,Italy,www.Target.com,[2195k[174,N,account has been closed
3258,35,Laurelton Shera,3,hat,apparel,UPI,695,6.99,2021-07-21,New Zealand,www.Wal-Mart.com,31083H31948,N,incorrectly entered information
3259,0,Christopher Edwin Breaux,4,banana,food,wallet,583,6.99,2021-04-03,France,www.Amazon.com,31320d32252,N,account has been closed
3260,57,Evelyn Michels,13,etc,etc,UPI,769,etc,2022-07-20,South Korea,www.Target.com,x4933nx902,Y,
3261,4,Ken Masters,29,etc,etc,UPI,786,etc,2022-07-13,ERROR,www.Ebay.com,34816k32968,Y,
3262,62,Emma Streak,6,milk,food,wallet,981,15.99,2022-02-19,India,www.Wal-Mart.com,h481*h3093,Y,
3263,4,Ken Masters,29,etc,etc,card,628,etc,2022-05-13,New Zealand,www.Ebay.com,54715u53683,Y,
3264,16,Farrah Michelle,17,etc,etc,card,387,etc,2020-05-24,Brazil,www.Ebay.com,=4311F=1192,N,Credit card type isn’t accepted
3265,22,Liam Shaw,22,etc,etc,wallet,152,etc,2022-06-02,Russia,www.Target.com,=4190%=3934,Y,
3266,45,Brian Sea,22,etc,etc,UPI,811,etc,2022-11-11,Mexico,www.Wal-Mart.com,"3862i"4224,N,payment gateway is misconfigured
3267,9,Ben Hues,28,etc,etc,wallet,138,etc,2021-12-03,South Korea,www.Ebay.com,%40861%2616,N,expired card
3268,6,Michelle Otter,14,etc,etc,card,74,etc,2020-05-22,ERROR,www.Target.com,c3810ac3643,Y,
3269,57,Evelyn Michels,11,etc,etc,UPI,614,etc,2020-05-06,Finland,www.Wal-Mart.com,41699j41285,N,expired card
3270,7,Morgan Freeman,14,etc,etc,card,491,etc,2022-10-25,Switzerland,www.Ebay.com,z3115jz3025,Y,
3271,44,Karmelo Winnie,26,etc,etc,UPI,556,etc,2022-03-26,Argentina,www.Amazon.com,N2195N4555,Y,
3272,64,Nova Williow,13,etc,etc,card,64,etc,2021-11-11,Argentina,www.Target.com,[551@[4830,N,blocked by merchant account
3273,60,Amelia Crawford,10,bike tires,bikes,Internet Banking ,32,150.99,2022-01-27,Argentina,www.Ebay.com,m3857m4444,Y,
3274,20,Danielle Will,1,Shirt,apparel,card,283,40.99,2022-05-14,United Kingdom,www.Wal-Mart.com,02944,02062,N,purchase made while traveling
3275,65,Aurora Grace,10,bike tires,bikes,card,418,300.99,2020-09-15,Russia,www.Target.com,P3834DP3606,N,Invalid credit card number
3276,26,Kay Kiske,13,etc,etc,UPI,699,etc,2022-09-03,Serbia,www.Wal-Mart.com,^4017%^4830,N,insufficient funds
3277,51,Karen Starrs,3,hat,apparel,card,206,6.99,2020-06-16,Italy,www.Ebay.com,;3438!;861,N,Invalid credit card number
3278,70,Gemina Zoe,18,etc,etc,UPI,352,etc,2021-11-06,Montenegro,other,G4415`G627,N,processor declined
3279,36,Rudy Derr,18,etc,etc,wallet,875,etc,2020-08-24,South Korea,www.Wal-Mart.com,O3559-O725,Y,
